"","Country","Year","Disease","Value"
"1268","Barbados",2019,"Neural tube defects",0.1
"1269","Barbados",2019,"Cleft lip and cleft palate",0
"1270","Barbados",2019,"Down syndrome",0.3
"1271","Barbados",2019,"Congenital heart anomalies",2.9
"1272","Barbados",2019,"Other chromosomal anomalies",0.6
"1273","Barbados",2019,"Other congenital anomalies",2.9
"1274","Barbados",2019,"Road injury",8
"1275","Barbados",2019,"Poisonings",0.4
"1276","Barbados",2019,"Falls",1.3
"1277","Barbados",2019,"Fire, heat and hot substances",0.2
"1278","Barbados",2019,"Drowning",0.5
"1279","Barbados",2019,"Exposure to mechanical forces",0.3
"1280","Barbados",2019,"Other unintentional injuries",15.1
"1281","Barbados",2019,"Self-harm",0.3
"1282","Barbados",2019,"Interpersonal violence",10.2
"1283","Barbados",2019,"Collective violence and legal intervention",0
"1284","Belarus",2019,"Tuberculosis",2.5
"1285","Belarus",2019,"STDs excluding HIV",0.1
"1286","Belarus",2019,"HIV/AIDS",1.6
"1287","Belarus",2019,"Diarrhoeal diseases",0.1
"1288","Belarus",2019,"Childhood-cluster diseases",0
"1289","Belarus",2019,"Meningitis",0.3
"1290","Belarus",2019,"Encephalitis",0.7
"1291","Belarus",2019,"Hepatitis",0.1
"1292","Belarus",2019,"Parasitic and vector diseases",0.1
"1293","Belarus",2019,"Other infectious diseases",0.1
"1294","Belarus",2019,"Lower respiratory infections",7
"1295","Belarus",2019,"Upper respiratory infections",0
"1296","Belarus",2019,"Otitis media",0
"1297","Belarus",2019,"Preterm birth complications",1
"1298","Belarus",2019,"Birth asphyxia and birth trauma",0.4
"1299","Belarus",2019,"Neonatal sepsis and infections",0.1
"1300","Belarus",2019,"Other neonatal conditions",0.2
"1301","Belarus",2019,"Protein-energy malnutrition",0.2
"1302","Belarus",2019,"Other nutritional deficiencies",0.1
"1303","Belarus",2019,"Mouth and oropharynx cancers",6
"1304","Belarus",2019,"Oesophagus cancer",3.2
"1305","Belarus",2019,"Stomach cancer",10.4
"1306","Belarus",2019,"Colon and rectum cancers",17
"1307","Belarus",2019,"Liver cancer",2.3
"1308","Belarus",2019,"Pancreas cancer",7.2
"1309","Belarus",2019,"Trachea, bronchus, lung cancers",18.5
"1310","Belarus",2019,"Melanoma and other skin cancers",1.8
"1311","Belarus",2019,"Breast cancer",8
"1312","Belarus",2019,"Cervix uteri cancer",2.2
"1313","Belarus",2019,"Corpus uteri cancer",2.4
"1314","Belarus",2019,"Ovary cancer",2.8
"1315","Belarus",2019,"Prostate cancer",5.4
"1316","Belarus",2019,"Testicular cancer",0.3
"1317","Belarus",2019,"Kidney cancer",7
"1318","Belarus",2019,"Bladder cancer",1.7
"1319","Belarus",2019,"Brain and nervous system cancers",3.8
"1320","Belarus",2019,"Gallbladder and biliary tract cancer",1
"1321","Belarus",2019,"Larynx cancer",2
"1322","Belarus",2019,"Thyroid cancer",0.7
"1323","Belarus",2019,"Mesothelioma",0.3
"1324","Belarus",2019,"Lymphomas, multiple myeloma",4.5
"1325","Belarus",2019,"Leukaemia",3.7
"1326","Belarus",2019,"Other malignant neoplasms",6.7
"1327","Belarus",2019,"Thalassaemias",0
"1328","Belarus",2019,"Sickle cell disorders and trait",0
"1329","Belarus",2019,"Other haemoglobinopathies and haemolytic anaemias",0.1
"1330","Belarus",2019,"Other endocrine, blood and immune disorders",0.9
"1331","Belarus",2019,"Alcohol use disorders",19.8
"1332","Belarus",2019,"Drug use disorders",3.2
"1333","Belarus",2019,"Eating disorders",0
"1334","Belarus",2019,"Alzheimer disease and other dementias",15.9
"1335","Belarus",2019,"Parkinson disease",3.1
"1336","Belarus",2019,"Epilepsy",1.1
"1337","Belarus",2019,"Multiple sclerosis",0.3
"1338","Belarus",2019,"Other neurological conditions",0.7
"1339","Belarus",2019,"Rheumatic heart disease",1.6
"1340","Belarus",2019,"Hypertensive heart disease",2.1
"1341","Belarus",2019,"Ischaemic heart disease",282.3
"1342","Belarus",2019,"Stroke",88.1
"1343","Belarus",2019,"Cardiomyopathy, myocarditis, endocarditis",10.2
"1344","Belarus",2019,"Other circulatory diseases",8.8
"1345","Belarus",2019,"Chronic obstructive pulmonary disease",12
"1346","Belarus",2019,"Asthma",0.7
"1347","Belarus",2019,"Other respiratory diseases",0.4
"1348","Belarus",2019,"Peptic ulcer disease",1.5
"1349","Belarus",2019,"Cirrhosis of the liver",14.7
"1350","Belarus",2019,"Appendicitis",0.1
"1351","Belarus",2019,"Gastritis and duodenitis",0.1
"1352","Belarus",2019,"Paralytic ileus and intestinal obstruction",0.9
"1353","Belarus",2019,"Inflammatory bowel disease",0.3
"1354","Belarus",2019,"Gallbladder and biliary diseases",0.9
"1355","Belarus",2019,"Pancreatitis",3.9
"1356","Belarus",2019,"Other digestive diseases",3.7
"1357","Belarus",2019,"Kidney diseases",2.7
"1358","Belarus",2019,"Urolithiasis",0.4
"1359","Belarus",2019,"Other urinary diseases",2.6
"1360","Belarus",2019,"Gynecological diseases",0
"1361","Belarus",2019,"Rheumatoid arthritis",0.1
"1362","Belarus",2019,"Other musculoskeletal disorders",0.1
"1363","Belarus",2019,"Neural tube defects",0.2
"1364","Belarus",2019,"Cleft lip and cleft palate",0
"1365","Belarus",2019,"Down syndrome",0.1
"1366","Belarus",2019,"Congenital heart anomalies",1.5
"1367","Belarus",2019,"Other chromosomal anomalies",0.1
"1368","Belarus",2019,"Other congenital anomalies",0.9
"1369","Belarus",2019,"Road injury",6.5
"1370","Belarus",2019,"Poisonings",2.5
"1371","Belarus",2019,"Falls",7
"1372","Belarus",2019,"Fire, heat and hot substances",4.5
"1373","Belarus",2019,"Drowning",4.9
"1374","Belarus",2019,"Exposure to mechanical forces",1.1
"1375","Belarus",2019,"Other unintentional injuries",8.3
"1376","Belarus",2019,"Self-harm",16.5
"1377","Belarus",2019,"Interpersonal violence",2.3
"1378","Belarus",2019,"Collective violence and legal intervention",0
"1379","Belgium",2019,"Tuberculosis",0.2
"1380","Belgium",2019,"STDs excluding HIV",0
"1381","Belgium",2019,"HIV/AIDS",0.3
"1382","Belgium",2019,"Diarrhoeal diseases",1.1
"1383","Belgium",2019,"Childhood-cluster diseases",0
"1384","Belgium",2019,"Meningitis",0.2
"1385","Belgium",2019,"Encephalitis",0
"1386","Belgium",2019,"Hepatitis",0.3
"1387","Belgium",2019,"Other infectious diseases",6.3
"1388","Belgium",2019,"Lower respiratory infections",14.7
"1389","Belgium",2019,"Upper respiratory infections",0.1
"1390","Belgium",2019,"Otitis media",0
"1391","Belgium",2019,"Preterm birth complications",0.8
"1392","Belgium",2019,"Birth asphyxia and birth trauma",0.5
"1393","Belgium",2019,"Neonatal sepsis and infections",0.1
"1394","Belgium",2019,"Other neonatal conditions",0.6
"1395","Belgium",2019,"Protein-energy malnutrition",0.7
"1396","Belgium",2019,"Iron-deficiency anaemia",0.5
"1397","Belgium",2019,"Other nutritional deficiencies",0.1
"1398","Belgium",2019,"Mouth and oropharynx cancers",3.1
"1399","Belgium",2019,"Oesophagus cancer",3.8
"1400","Belgium",2019,"Stomach cancer",3.3
"1401","Belgium",2019,"Colon and rectum cancers",12
"1402","Belgium",2019,"Liver cancer",3.9
"1403","Belgium",2019,"Pancreas cancer",7.1
"1404","Belgium",2019,"Trachea, bronchus, lung cancers",28.5
"1405","Belgium",2019,"Melanoma and other skin cancers",2.1
"1406","Belgium",2019,"Breast cancer",10.3
"1407","Belgium",2019,"Cervix uteri cancer",1.2
"1408","Belgium",2019,"Corpus uteri cancer",1.3
"1409","Belgium",2019,"Ovary cancer",2.6
"1410","Belgium",2019,"Prostate cancer",5.5
"1411","Belgium",2019,"Testicular cancer",0.1
"1412","Belgium",2019,"Kidney cancer",2.7
"1413","Belgium",2019,"Bladder cancer",3.5
"1414","Belgium",2019,"Brain and nervous system cancers",4
"1415","Belgium",2019,"Gallbladder and biliary tract cancer",0.6
"1416","Belgium",2019,"Larynx cancer",0.9
"1417","Belgium",2019,"Thyroid cancer",0.3
"1418","Belgium",2019,"Mesothelioma",1.1
"1419","Belgium",2019,"Lymphomas, multiple myeloma",5.6
"1420","Belgium",2019,"Leukaemia",4.4
"1421","Belgium",2019,"Other malignant neoplasms",6.1
"1422","Belgium",2019,"Thalassaemias",0
"1423","Belgium",2019,"Sickle cell disorders and trait",0
"1424","Belgium",2019,"Other haemoglobinopathies and haemolytic anaemias",0.4
"1425","Belgium",2019,"Other endocrine, blood and immune disorders",4.3
"1426","Belgium",2019,"Bipolar disorder",0.1
"1427","Belgium",2019,"Schizophrenia",0.2
"1428","Belgium",2019,"Alcohol use disorders",2.8
"1429","Belgium",2019,"Drug use disorders",2
"1430","Belgium",2019,"Anxiety disorders",0
"1431","Belgium",2019,"Idiopathic intellectual disability",0.2
"1432","Belgium",2019,"Alzheimer disease and other dementias",22.3
"1433","Belgium",2019,"Parkinson disease",3.9
"1434","Belgium",2019,"Epilepsy",1.6
"1435","Belgium",2019,"Multiple sclerosis",0.7
"1436","Belgium",2019,"Other neurological conditions",6
"1437","Belgium",2019,"Rheumatic heart disease",0.8
"1438","Belgium",2019,"Hypertensive heart disease",1.8
"1439","Belgium",2019,"Ischaemic heart disease",44.6
"1440","Belgium",2019,"Stroke",21.1
"1441","Belgium",2019,"Cardiomyopathy, myocarditis, endocarditis",3.4
"1442","Belgium",2019,"Other circulatory diseases",17
"1443","Belgium",2019,"Chronic obstructive pulmonary disease",20.2
"1444","Belgium",2019,"Asthma",0.5
"1445","Belgium",2019,"Other respiratory diseases",6.7
"1446","Belgium",2019,"Peptic ulcer disease",0.6
"1447","Belgium",2019,"Cirrhosis of the liver",7.4
"1448","Belgium",2019,"Appendicitis",0.1
"1449","Belgium",2019,"Gastritis and duodenitis",0
"1450","Belgium",2019,"Paralytic ileus and intestinal obstruction",1.4
"1451","Belgium",2019,"Inflammatory bowel disease",0.4
"1452","Belgium",2019,"Gallbladder and biliary diseases",1.1
"1453","Belgium",2019,"Pancreatitis",0.7
"1454","Belgium",2019,"Other digestive diseases",7.4
"1455","Belgium",2019,"Kidney diseases",7.6
"1456","Belgium",2019,"Benign prostatic hyperplasia",0
"1457","Belgium",2019,"Urolithiasis",0
"1458","Belgium",2019,"Other urinary diseases",2.4
"1459","Belgium",2019,"Rheumatoid arthritis",0.2
"1460","Belgium",2019,"Osteoarthritis",0.1
"1461","Belgium",2019,"Gout",0
"1462","Belgium",2019,"Back and neck pain",0.2
"1463","Belgium",2019,"Other musculoskeletal disorders",1.6
"1464","Belgium",2019,"Neural tube defects",0.2
"1465","Belgium",2019,"Cleft lip and cleft palate",0
"1466","Belgium",2019,"Down syndrome",0.5
"1467","Belgium",2019,"Congenital heart anomalies",0.7
"1468","Belgium",2019,"Other chromosomal anomalies",0.4
"1469","Belgium",2019,"Other congenital anomalies",0.8
"1470","Belgium",2019,"Road injury",5.1
"1471","Belgium",2019,"Poisonings",0.2
"1472","Belgium",2019,"Falls",5.7
"1473","Belgium",2019,"Fire, heat and hot substances",0.5
"1474","Belgium",2019,"Drowning",0.5
"1475","Belgium",2019,"Exposure to mechanical forces",0.3
"1476","Belgium",2019,"Other unintentional injuries",6.4
"1477","Belgium",2019,"Self-harm",13.9
"1478","Belgium",2019,"Interpersonal violence",1.2
"1479","Belgium",2019,"Collective violence and legal intervention",0
"1480","Belize",2019,"Tuberculosis",2.9
"1481","Belize",2019,"STDs excluding HIV",0
"1482","Belize",2019,"HIV/AIDS",33.6
"1483","Belize",2019,"Diarrhoeal diseases",2.8
"1484","Belize",2019,"Childhood-cluster diseases",0
"1485","Belize",2019,"Meningitis",0.4
"1486","Belize",2019,"Encephalitis",0.4
"1487","Belize",2019,"Hepatitis",0.1
"1488","Belize",2019,"Parasitic and vector diseases",0.1
"1489","Belize",2019,"Intestinal nematode infections",0
"1490","Belize",2019,"Other infectious diseases",0.6
"1491","Belize",2019,"Lower respiratory infections",34.3
"1492","Belize",2019,"Upper respiratory infections",0
"1493","Belize",2019,"Otitis media",0
"1494","Belize",2019,"Preterm birth complications",3.2
"1495","Belize",2019,"Birth asphyxia and birth trauma",1.5
"1496","Belize",2019,"Neonatal sepsis and infections",1.7
"1497","Belize",2019,"Other neonatal conditions",1.5
"1498","Belize",2019,"Protein-energy malnutrition",3.3
"1499","Belize",2019,"Other nutritional deficiencies",0.3
"1500","Belize",2019,"Mouth and oropharynx cancers",0
"1501","Belize",2019,"Oesophagus cancer",0.8
"1502","Belize",2019,"Stomach cancer",8.5
"1503","Belize",2019,"Colon and rectum cancers",7.5
"1504","Belize",2019,"Liver cancer",9.5
"1505","Belize",2019,"Pancreas cancer",3.6
"1506","Belize",2019,"Trachea, bronchus, lung cancers",11.7
"1507","Belize",2019,"Melanoma and other skin cancers",0
"1508","Belize",2019,"Breast cancer",7.6
"1509","Belize",2019,"Cervix uteri cancer",9.3
"1510","Belize",2019,"Corpus uteri cancer",0.5
"1511","Belize",2019,"Ovary cancer",0.3
"1512","Belize",2019,"Prostate cancer",18.8
"1513","Belize",2019,"Kidney cancer",0.4
"1514","Belize",2019,"Brain and nervous system cancers",1.2
"1515","Belize",2019,"Gallbladder and biliary tract cancer",0.5
"1516","Belize",2019,"Larynx cancer",1.3
"1517","Belize",2019,"Thyroid cancer",0
"1518","Belize",2019,"Lymphomas, multiple myeloma",0.4
"1519","Belize",2019,"Leukaemia",0.9
"1520","Belize",2019,"Other malignant neoplasms",10
"1521","Belize",2019,"Thalassaemias",0
"1522","Belize",2019,"Sickle cell disorders and trait",0.6
"1523","Belize",2019,"Other haemoglobinopathies and haemolytic anaemias",0.5
"1524","Belize",2019,"Other endocrine, blood and immune disorders",5.9
"1525","Belize",2019,"Alcohol use disorders",3.1
"1526","Belize",2019,"Drug use disorders",0.4
"1527","Belize",2019,"Eating disorders",0
"1528","Belize",2019,"Alzheimer disease and other dementias",16.7
"1529","Belize",2019,"Parkinson disease",4.4
"1530","Belize",2019,"Epilepsy",2.1
"1531","Belize",2019,"Multiple sclerosis",0.1
"1532","Belize",2019,"Other neurological conditions",1
"1533","Belize",2019,"Rheumatic heart disease",1
"1534","Belize",2019,"Hypertensive heart disease",17.5
"1535","Belize",2019,"Ischaemic heart disease",73.4
"1536","Belize",2019,"Stroke",48.4
"1537","Belize",2019,"Cardiomyopathy, myocarditis, endocarditis",6.2
"1538","Belize",2019,"Other circulatory diseases",14.2
"1539","Belize",2019,"Chronic obstructive pulmonary disease",18
"1540","Belize",2019,"Asthma",2.5
"1541","Belize",2019,"Other respiratory diseases",4.9
"1542","Belize",2019,"Peptic ulcer disease",1.9
"1543","Belize",2019,"Cirrhosis of the liver",20.2
"1544","Belize",2019,"Appendicitis",0.5
"1545","Belize",2019,"Gastritis and duodenitis",0.7
"1546","Belize",2019,"Paralytic ileus and intestinal obstruction",2.9
"1547","Belize",2019,"Inflammatory bowel disease",0.6
"1548","Belize",2019,"Gallbladder and biliary diseases",1.6
"1549","Belize",2019,"Pancreatitis",1
"1550","Belize",2019,"Other digestive diseases",2.9
"1551","Belize",2019,"Kidney diseases",37
"1552","Belize",2019,"Urolithiasis",0.2
"1553","Belize",2019,"Other urinary diseases",5.4
"1554","Belize",2019,"Gynecological diseases",0.1
"1555","Belize",2019,"Rheumatoid arthritis",0.4
"1556","Belize",2019,"Other musculoskeletal disorders",1.4
"1557","Belize",2019,"Neural tube defects",0.3
"1558","Belize",2019,"Cleft lip and cleft palate",0
"1559","Belize",2019,"Down syndrome",0.4
"1560","Belize",2019,"Congenital heart anomalies",1.8
"1561","Belize",2019,"Other chromosomal anomalies",0.1
"1562","Belize",2019,"Other congenital anomalies",1.8
"1563","Belize",2019,"Road injury",23.6
"1564","Belize",2019,"Poisonings",0.4
"1565","Belize",2019,"Falls",4.4
"1566","Belize",2019,"Fire, heat and hot substances",1.1
"1567","Belize",2019,"Drowning",6
"1568","Belize",2019,"Exposure to mechanical forces",4.3
"1569","Belize",2019,"Other unintentional injuries",10.6
"1570","Belize",2019,"Self-harm",7.7
"1571","Belize",2019,"Interpersonal violence",40.2
"1572","Belize",2019,"Collective violence and legal intervention",0
"1573","Benin",2019,"Tuberculosis",10.9
"1574","Benin",2019,"STDs excluding HIV",0.7
"1575","Benin",2019,"HIV/AIDS",25.2
"1576","Benin",2019,"Diarrhoeal diseases",67.4
"1577","Benin",2019,"Childhood-cluster diseases",10.3
"1578","Benin",2019,"Meningitis",15.8
"1579","Benin",2019,"Encephalitis",0.9
"1580","Benin",2019,"Hepatitis",2.4
"1581","Benin",2019,"Parasitic and vector diseases",47.6
"1582","Benin",2019,"Intestinal nematode infections",0.2
"1583","Benin",2019,"Other infectious diseases",13.7
"1584","Benin",2019,"Lower respiratory infections",112.9
"1585","Benin",2019,"Upper respiratory infections",0.1
"1586","Benin",2019,"Otitis media",0
"1587","Benin",2019,"Preterm birth complications",13.8
"1588","Benin",2019,"Birth asphyxia and birth trauma",11.3
"1589","Benin",2019,"Neonatal sepsis and infections",6.6
"1590","Benin",2019,"Other neonatal conditions",1.7
"1591","Benin",2019,"Protein-energy malnutrition",8.1
"1592","Benin",2019,"Other nutritional deficiencies",0.6
"1593","Benin",2019,"Mouth and oropharynx cancers",2.7
"1594","Benin",2019,"Oesophagus cancer",6.3
"1595","Benin",2019,"Stomach cancer",6.5
"1596","Benin",2019,"Colon and rectum cancers",5.1
"1597","Benin",2019,"Liver cancer",6.6
"1598","Benin",2019,"Pancreas cancer",3
"1599","Benin",2019,"Trachea, bronchus, lung cancers",1.1
"1600","Benin",2019,"Melanoma and other skin cancers",2.1
"1601","Benin",2019,"Breast cancer",12.4
"1602","Benin",2019,"Cervix uteri cancer",12.5
"1603","Benin",2019,"Corpus uteri cancer",1.8
"1604","Benin",2019,"Ovary cancer",1.3
"1605","Benin",2019,"Prostate cancer",19.5
"1606","Benin",2019,"Testicular cancer",0.1
"1607","Benin",2019,"Kidney cancer",3.5
"1608","Benin",2019,"Bladder cancer",0.7
"1609","Benin",2019,"Brain and nervous system cancers",0.9
"1610","Benin",2019,"Gallbladder and biliary tract cancer",0.5
"1611","Benin",2019,"Larynx cancer",0.6
"1612","Benin",2019,"Thyroid cancer",0.8
"1613","Benin",2019,"Mesothelioma",0
"1614","Benin",2019,"Lymphomas, multiple myeloma",6
"1615","Benin",2019,"Leukaemia",3.5
"1616","Benin",2019,"Other malignant neoplasms",8.9
"1617","Benin",2019,"Thalassaemias",0
"1618","Benin",2019,"Sickle cell disorders and trait",7.4
"1619","Benin",2019,"Other haemoglobinopathies and haemolytic anaemias",1.5
"1620","Benin",2019,"Other endocrine, blood and immune disorders",2
"1621","Benin",2019,"Alcohol use disorders",1.4
"1622","Benin",2019,"Drug use disorders",2.4
"1623","Benin",2019,"Eating disorders",0
"1624","Benin",2019,"Alzheimer disease and other dementias",20.2
"1625","Benin",2019,"Parkinson disease",5.3
"1626","Benin",2019,"Epilepsy",3.6
"1627","Benin",2019,"Multiple sclerosis",0.2
"1628","Benin",2019,"Other neurological conditions",1.2
"1629","Benin",2019,"Rheumatic heart disease",3.1
"1630","Benin",2019,"Hypertensive heart disease",21.9
"1631","Benin",2019,"Ischaemic heart disease",113.3
"1632","Benin",2019,"Stroke",119
"1633","Benin",2019,"Cardiomyopathy, myocarditis, endocarditis",7
"1634","Benin",2019,"Other circulatory diseases",16.7
"1635","Benin",2019,"Chronic obstructive pulmonary disease",25.5
"1636","Benin",2019,"Asthma",15.6
"1637","Benin",2019,"Other respiratory diseases",2.1
"1638","Benin",2019,"Peptic ulcer disease",7.5
"1639","Benin",2019,"Cirrhosis of the liver",39.4
"1640","Benin",2019,"Appendicitis",0.6
"1641","Benin",2019,"Gastritis and duodenitis",0.7
"1642","Benin",2019,"Paralytic ileus and intestinal obstruction",7.9
"1643","Benin",2019,"Inflammatory bowel disease",0.5
"1644","Benin",2019,"Gallbladder and biliary diseases",2.7
"1645","Benin",2019,"Pancreatitis",4
"1646","Benin",2019,"Other digestive diseases",4.9
"1647","Benin",2019,"Kidney diseases",33.5
"1648","Benin",2019,"Urolithiasis",0.1
"1649","Benin",2019,"Other urinary diseases",5.4
"1650","Benin",2019,"Gynecological diseases",0.1
"1651","Benin",2019,"Rheumatoid arthritis",0.2
"1652","Benin",2019,"Other musculoskeletal disorders",0.7
"1653","Benin",2019,"Neural tube defects",2.3
"1654","Benin",2019,"Cleft lip and cleft palate",0
"1655","Benin",2019,"Down syndrome",0.4
"1656","Benin",2019,"Congenital heart anomalies",2.5
"1657","Benin",2019,"Other chromosomal anomalies",0.4
"1658","Benin",2019,"Other congenital anomalies",3.8
"1659","Benin",2019,"Road injury",33.9
"1660","Benin",2019,"Poisonings",2.6
"1661","Benin",2019,"Falls",9
"1662","Benin",2019,"Fire, heat and hot substances",4.2
"1663","Benin",2019,"Drowning",3.8
"1664","Benin",2019,"Exposure to mechanical forces",3.7
"1665","Benin",2019,"Other unintentional injuries",15
"1666","Benin",2019,"Self-harm",12.7
"1667","Benin",2019,"Interpersonal violence",6.8
"1668","Benin",2019,"Collective violence and legal intervention",0
"1669","Bhutan",2019,"Tuberculosis",18.3
"1670","Bhutan",2019,"STDs excluding HIV",1.5
"1671","Bhutan",2019,"HIV/AIDS",8.1
"1672","Bhutan",2019,"Diarrhoeal diseases",26.2
"1673","Bhutan",2019,"Childhood-cluster diseases",0.6
"1674","Bhutan",2019,"Meningitis",2.5
"1675","Bhutan",2019,"Encephalitis",4.3
"1676","Bhutan",2019,"Hepatitis",1.4
"1677","Bhutan",2019,"Parasitic and vector diseases",1.3
"1678","Bhutan",2019,"Intestinal nematode infections",0
"1679","Bhutan",2019,"Other infectious diseases",1.3
"1680","Bhutan",2019,"Lower respiratory infections",27.1
"1681","Bhutan",2019,"Upper respiratory infections",0.1
"1682","Bhutan",2019,"Otitis media",0
"1683","Bhutan",2019,"Preterm birth complications",7.4
"1684","Bhutan",2019,"Birth asphyxia and birth trauma",4.8
"1685","Bhutan",2019,"Neonatal sepsis and infections",3.2
"1686","Bhutan",2019,"Other neonatal conditions",1.1
"1687","Bhutan",2019,"Protein-energy malnutrition",0.5
"1688","Bhutan",2019,"Other nutritional deficiencies",0.6
"1689","Bhutan",2019,"Mouth and oropharynx cancers",7.1
"1690","Bhutan",2019,"Oesophagus cancer",7.7
"1691","Bhutan",2019,"Stomach cancer",20.6
"1692","Bhutan",2019,"Colon and rectum cancers",4.1
"1693","Bhutan",2019,"Liver cancer",5.9
"1694","Bhutan",2019,"Pancreas cancer",3.6
"1695","Bhutan",2019,"Trachea, bronchus, lung cancers",7.7
"1696","Bhutan",2019,"Melanoma and other skin cancers",1.6
"1697","Bhutan",2019,"Breast cancer",1.3
"1698","Bhutan",2019,"Cervix uteri cancer",5
"1699","Bhutan",2019,"Corpus uteri cancer",0
"1700","Bhutan",2019,"Ovary cancer",2.4
"1701","Bhutan",2019,"Prostate cancer",0.6
"1702","Bhutan",2019,"Testicular cancer",0
"1703","Bhutan",2019,"Kidney cancer",0.4
"1704","Bhutan",2019,"Bladder cancer",1.1
"1705","Bhutan",2019,"Brain and nervous system cancers",1.3
"1706","Bhutan",2019,"Gallbladder and biliary tract cancer",2.1
"1707","Bhutan",2019,"Larynx cancer",1.5
"1708","Bhutan",2019,"Thyroid cancer",1.1
"1709","Bhutan",2019,"Mesothelioma",0
"1710","Bhutan",2019,"Lymphomas, multiple myeloma",0.8
"1711","Bhutan",2019,"Leukaemia",2.7
"1712","Bhutan",2019,"Other malignant neoplasms",6.4
"1713","Bhutan",2019,"Thalassaemias",0.1
"1714","Bhutan",2019,"Sickle cell disorders and trait",0
"1715","Bhutan",2019,"Other haemoglobinopathies and haemolytic anaemias",0.3
"1716","Bhutan",2019,"Other endocrine, blood and immune disorders",1.2
"1717","Bhutan",2019,"Alcohol use disorders",0.9
"1718","Bhutan",2019,"Drug use disorders",1
"1719","Bhutan",2019,"Eating disorders",0
"1720","Bhutan",2019,"Alzheimer disease and other dementias",16.7
"1721","Bhutan",2019,"Parkinson disease",5.2
"1722","Bhutan",2019,"Epilepsy",2
"1723","Bhutan",2019,"Multiple sclerosis",0.2
"1724","Bhutan",2019,"Other neurological conditions",0.6
"1725","Bhutan",2019,"Rheumatic heart disease",10.9
"1726","Bhutan",2019,"Hypertensive heart disease",12.7
"1727","Bhutan",2019,"Ischaemic heart disease",117.5
"1728","Bhutan",2019,"Stroke",60.7
"1729","Bhutan",2019,"Cardiomyopathy, myocarditis, endocarditis",1.2
"1730","Bhutan",2019,"Other circulatory diseases",11.4
"1731","Bhutan",2019,"Chronic obstructive pulmonary disease",87.8
"1732","Bhutan",2019,"Asthma",13
"1733","Bhutan",2019,"Other respiratory diseases",4.7
"1734","Bhutan",2019,"Peptic ulcer disease",6.4
"1735","Bhutan",2019,"Cirrhosis of the liver",26.7
"1736","Bhutan",2019,"Appendicitis",0.8
"1737","Bhutan",2019,"Gastritis and duodenitis",0.4
"1738","Bhutan",2019,"Paralytic ileus and intestinal obstruction",5.1
"1739","Bhutan",2019,"Inflammatory bowel disease",0.5
"1740","Bhutan",2019,"Gallbladder and biliary diseases",0.9
"1741","Bhutan",2019,"Pancreatitis",1.7
"1742","Bhutan",2019,"Other digestive diseases",2.7
"1743","Bhutan",2019,"Kidney diseases",24.5
"1744","Bhutan",2019,"Urolithiasis",0.1
"1745","Bhutan",2019,"Other urinary diseases",5.5
"1746","Bhutan",2019,"Gynecological diseases",0.3
"1747","Bhutan",2019,"Rheumatoid arthritis",0.9
"1748","Bhutan",2019,"Other musculoskeletal disorders",1.2
"1749","Bhutan",2019,"Neural tube defects",0.5
"1750","Bhutan",2019,"Cleft lip and cleft palate",0
"1751","Bhutan",2019,"Down syndrome",0.2
"1752","Bhutan",2019,"Congenital heart anomalies",2.6
"1753","Bhutan",2019,"Other chromosomal anomalies",0.2
"1754","Bhutan",2019,"Other congenital anomalies",1.9
"1755","Bhutan",2019,"Road injury",17.4
"1756","Bhutan",2019,"Poisonings",0.3
"1757","Bhutan",2019,"Falls",17.9
"1758","Bhutan",2019,"Fire, heat and hot substances",1.1
"1759","Bhutan",2019,"Drowning",2.8
"1760","Bhutan",2019,"Exposure to mechanical forces",6.7
"1761","Bhutan",2019,"Other unintentional injuries",6.5
"1762","Bhutan",2019,"Self-harm",5.1
"1763","Bhutan",2019,"Interpersonal violence",2.3
"1764","Bhutan",2019,"Collective violence and legal intervention",0
"1765","Botswana",2019,"Tuberculosis",34.5
"1766","Botswana",2019,"STDs excluding HIV",1.4
"1767","Botswana",2019,"HIV/AIDS",252.8
"1768","Botswana",2019,"Diarrhoeal diseases",30.7
"1769","Botswana",2019,"Childhood-cluster diseases",1.7
"1770","Botswana",2019,"Meningitis",5.9
"1771","Botswana",2019,"Encephalitis",0.4
"1772","Botswana",2019,"Hepatitis",0.5
"1773","Botswana",2019,"Parasitic and vector diseases",0.9
"1774","Botswana",2019,"Intestinal nematode infections",0
"1775","Botswana",2019,"Other infectious diseases",2.8
"1776","Botswana",2019,"Lower respiratory infections",110.7
"1777","Botswana",2019,"Upper respiratory infections",0.4
"1778","Botswana",2019,"Otitis media",0
"1779","Botswana",2019,"Preterm birth complications",10.4
"1780","Botswana",2019,"Birth asphyxia and birth trauma",6
"1781","Botswana",2019,"Neonatal sepsis and infections",2.9
"1782","Botswana",2019,"Other neonatal conditions",1.3
"1783","Botswana",2019,"Protein-energy malnutrition",8.2
"1784","Botswana",2019,"Other nutritional deficiencies",0.4
"1785","Botswana",2019,"Mouth and oropharynx cancers",5.5
"1786","Botswana",2019,"Oesophagus cancer",8
"1787","Botswana",2019,"Stomach cancer",0.7
"1788","Botswana",2019,"Colon and rectum cancers",2.1
"1789","Botswana",2019,"Liver cancer",4.3
"1790","Botswana",2019,"Pancreas cancer",1.3
"1791","Botswana",2019,"Trachea, bronchus, lung cancers",3.4
